Subject	Object
CHEBI:101278	DrugBank:DB00343
CHEBI:101278	ChemIDplus:42399-41-7
CHEBI:101278	Beilstein:3573079
CHEBI:1148	Wikipedia:2-Hydroxybutyric_acid
CHEBI:1148	Reaxys:878248
CHEBI:1148	PMID:168632
CHEBI:1148	PMID:164303
CHEBI:1148	PMID:15749359
CHEBI:1148	LIPID_MAPS_instance:LMFA01050004
CHEBI:1148	KEGG:C05984
CHEBI:1148	HMDB:HMDB0000008
CHEBI:1148	CAS:600-15-7
CHEBI:1148	Beilstein:878248
CHEBI:11851	Reaxys:3661467
CHEBI:11851	PMID:9748245
CHEBI:11851	MetaCyc:2-KETO-ISOVALERATE
CHEBI:11851	KEGG:C00141
CHEBI:11892	Reaxys:3663255
CHEBI:11892	Gmelin:675229
CHEBI:11892	Beilstein:3663255
CHEBI:1224	NCIt:C47779
CHEBI:1224	MeSH:C019499
CHEBI:124991	Wikipedia:Cephalothin
CHEBI:124991	SNOMEDCT:37628007
CHEBI:124991	SNOMEDCT:373485007
CHEBI:124991	Patent:US3218318
CHEBI:124991	Patent:FR1384197
CHEBI:124991	PDBeChem:CLS
CHEBI:124991	NCIt:C62021
CHEBI:124991	MeSH:D002512
CHEBI:124991	KEGG DRUG:D07635
CHEBI:124991	KEGG COMPOUND:C07761
CHEBI:124991	DrugBank:DB00456
CHEBI:124991	CiteXplore:6176550
CHEBI:124991	CiteXplore:2083978
CHEBI:124991	CiteXplore:1701026
CHEBI:124991	CiteXplore:1384868
CHEBI:124991	CiteXplore:12833570
CHEBI:124991	CiteXplore:12569987
CHEBI:124991	CiteXplore:10930630
CHEBI:124991	ChemIDplus:153-61-7
CHEBI:124991	Beilstein:945586
CHEBI:12777	SNOMEDCT:82622003
CHEBI:12777	MeSH:D014801
CHEBI:131444	Chemspider:18748017
CHEBI:133607	Reaxys:25327110
CHEBI:133613	HMDB:HMDB0013678
CHEBI:135752	Wikipedia:Tafenoquine
CHEBI:135752	Reaxys:6493037
CHEBI:135752	PMID:29869298
CHEBI:135752	PMID:29677199
CHEBI:135752	PMID:29121061
CHEBI:135752	PMID:28749773
CHEBI:135752	PMID:28526056
CHEBI:135752	PMID:28495355
CHEBI:135752	PMID:28495354
CHEBI:135752	PMID:28319724
CHEBI:135752	PMID:28214869
CHEBI:135752	PMID:28043395
CHEBI:135752	PMID:27855400
CHEBI:135752	PMID:27697758
CHEBI:135752	PMID:27528800
CHEBI:135752	PMID:27405118
CHEBI:135752	PMID:26888075
CHEBI:135752	PMID:26610844
CHEBI:135752	PMID:26500351
CHEBI:135752	PMID:26195527
CHEBI:135752	PMID:26187807
CHEBI:135752	PMID:25921416
CHEBI:135752	PMID:25891812
CHEBI:135752	PMID:25870069
CHEBI:135752	PMID:25663384
CHEBI:135752	PMID:23701202
CHEBI:135752	KEGG:D10490
CHEBI:135752	Drug_Central:3578
CHEBI:135752	DrugBank:DB06608
CHEBI:135752	CAS:106635-80-7
CHEBI:1367	NCIt:C2803
CHEBI:13705	SNOMEDCT:115377001
CHEBI:13705	NCIt:C70618
CHEBI:13705	MeSH:D003181
CHEBI:15343	Wikipedia:Acetaldehyde
CHEBI:15343	UM-BBD:c0160
CHEBI:15343	SNOMEDCT:38705000
CHEBI:15343	Reaxys:505984
CHEBI:15343	PDBeChem:ACU
CHEBI:15343	NIST Chemistry WebBook:75-07-0
CHEBI:15343	NCIt:C44328
CHEBI:15343	MeSH:D000079
CHEBI:15343	KEGG COMPOUND:C00084
CHEBI:15343	KEGG COMPOUND:75-07-0
CHEBI:15343	HMDB:HMDB00990
CHEBI:15343	Gmelin:779
CHEBI:15343	CiteXplore:6036728
CHEBI:15343	CiteXplore:5526694
CHEBI:15343	CiteXplore:4239189
CHEBI:15343	CiteXplore:2233695
CHEBI:15343	CiteXplore:18001279
CHEBI:15343	CiteXplore:15239123
CHEBI:15343	ChemIDplus:75-07-0
CHEBI:15343	ChEMBL:385804
CHEBI:15343	Beilstein:505984
CHEBI:15347	SNOMEDCT:4370008
CHEBI:15347	NCIt:C29807
CHEBI:15347	MeSH:D000096
CHEBI:15365	Wikipedia:Aspirin
CHEBI:15365	SNOMEDCT:7947003
CHEBI:15365	SNOMEDCT:387458008
CHEBI:15365	Reaxys:779271
CHEBI:15365	PDBeChem:AIN
CHEBI:15365	NIST Chemistry WebBook:50-78-2
CHEBI:15365	NCIt:C287
CHEBI:15365	MeSH:D001241
CHEBI:15365	KEGG DRUG:D00109
CHEBI:15365	KEGG COMPOUND:C01405
CHEBI:15365	KEGG COMPOUND:50-78-2
CHEBI:15365	Gmelin:218864
CHEBI:15365	DrugBank:DB00945
CHEBI:15365	CiteXplore:445303
CHEBI:15365	CiteXplore:21699808
CHEBI:15365	CiteXplore:19706045
CHEBI:15365	CiteXplore:19386367
CHEBI:15365	CiteXplore:18335236
CHEBI:15365	CiteXplore:18226435
CHEBI:15365	CiteXplore:1650428
CHEBI:15365	CiteXplore:15590729
CHEBI:15365	CiteXplore:15542410
CHEBI:15365	CiteXplore:14753751
CHEBI:15365	CiteXplore:12852484
CHEBI:15365	CiteXplore:11733186
CHEBI:15365	CiteXplore:11597554
CHEBI:15365	CiteXplore:11402787
CHEBI:15365	ChemIDplus:50-78-2
CHEBI:15365	ChEMBL:101280
CHEBI:15365	Beilstein:779271
CHEBI:15366	SNOMEDCT:2869004
CHEBI:15366	NCIt:C61623
CHEBI:15366	MeSH:D019342
CHEBI:15367	Wikipedia:Tretinoin
CHEBI:15367	SNOMEDCT:54972005
CHEBI:15367	SNOMEDCT:387305002
CHEBI:15367	PDBeChem:REA
CHEBI:15367	NCIt:C900
CHEBI:15367	NCIt:C68301
CHEBI:15367	MeSH:D014212
CHEBI:15367	KEGG COMPOUND:C00777
CHEBI:15367	KEGG COMPOUND:302-79-4
CHEBI:15367	DrugBank:DB00755
CHEBI:15367	ChemIDplus:302-79-4
CHEBI:15367	ChEMBL:102208
CHEBI:15367	Beilstein:2057223
CHEBI:153671	NCIt:C1285
CHEBI:153671	MeSH:D019332
CHEBI:15368	SNOMEDCT:85937005
CHEBI:15368	NCIt:C21521
CHEBI:15368	MeSH:D000171
CHEBI:15372	SNOMEDCT:259364001
CHEBI:15372	PDBeChem:H4B
CHEBI:15372	NCIt:C107439
CHEBI:15372	MeSH:C003402
CHEBI:15372	KEGG COMPOUND:C00272
CHEBI:15372	KEGG COMPOUND:17528-72-2
CHEBI:15372	DrugBank:DB00360
CHEBI:15372	ChemIDplus:17528-72-2
CHEBI:15372	ChEMBL:331300
CHEBI:15372	Beilstein:544742
CHEBI:15377	SNOMEDCT:11713004
CHEBI:15377	NCIt:C65147
CHEBI:15377	MeSH:D014867
CHEBI:15377	MO:380
CHEBI:15379	SNOMEDCT:24099007
CHEBI:15379	NCIt:C722
CHEBI:15379	MeSH:D010100
CHEBI:15414	SNOMEDCT:262126009
CHEBI:15414	SNOMEDCT:102651000
CHEBI:15414	NCIt:C64637
CHEBI:15414	NCIt:C63661
CHEBI:15414	MeSH:D012436
CHEBI:15414	MeSH:C116917
CHEBI:15414	KEGG COMPOUND:C00019
CHEBI:15414	KEGG COMPOUND:29908-03-0
CHEBI:15414	ChemIDplus:29908-03-0
CHEBI:15414	COMe:MOL000172
CHEBI:15414	Beilstein:3576439
CHEBI:15551	Wikipedia:Dinoprostone
CHEBI:15551	SNOMEDCT:387245009
CHEBI:15551	Patent:US3598858
CHEBI:15551	Patent:NL6505799
CHEBI:15551	Patent:GB851827
CHEBI:15551	Patent:DE2011969
CHEBI:15551	NCIt:C112043
CHEBI:15551	MeSH:D015232
CHEBI:15551	KEGG DRUG:D00079
CHEBI:15551	KEGG COMPOUND:C00584
CHEBI:15551	KEGG COMPOUND:363-24-6
CHEBI:15551	DrugBank:DB00917
CHEBI:15551	ChemIDplus:363-24-6
CHEBI:15551	Beilstein:2224724
CHEBI:15560	NCIt:C30176
CHEBI:15560	MeSH:C025999
CHEBI:15682	KNApSAcK:C00019688
CHEBI:15682	KEGG:C03406
CHEBI:15682	CAS:2387-71-5
CHEBI:15724	Wikipedia:Trimethylamine_oxide
CHEBI:15724	Reaxys:1734787
CHEBI:15724	PMID:3674879
CHEBI:15724	PMID:3170512
CHEBI:15724	PMID:22770225
CHEBI:15724	PMID:19425246
CHEBI:15724	PMID:17697669
CHEBI:15724	PMID:1453985
CHEBI:15724	PMID:12683801
CHEBI:15724	PDBeChem:TMO
CHEBI:15724	MetaCyc:TRIMENTHLAMINE-N-O
CHEBI:15724	KEGG:C01104
CHEBI:15724	HMDB:HMDB0000925
CHEBI:15724	Gmelin:1839
CHEBI:15724	CAS:1184-78-7
CHEBI:15724	Beilstein:1734787
CHEBI:15738	NCIt:C1237
CHEBI:15738	MeSH:D019311
CHEBI:15756	SNOMEDCT:87044003
CHEBI:15756	NCIt:C61873
CHEBI:15756	MeSH:D019308
CHEBI:15767	Wikipedia:Dichloromethane
CHEBI:15767	UM-BBD:c0233
CHEBI:15767	SNOMEDCT:76655002
CHEBI:15767	Reaxys:1730800
CHEBI:15767	Patent:US3126419
CHEBI:15767	Patent:US2979541
CHEBI:15767	Patent:US2792435
CHEBI:15767	NIST Chemistry WebBook:75-09-2
CHEBI:15767	NCIt:C44400
CHEBI:15767	MeSH:D008752
CHEBI:15767	KEGG COMPOUND:C02271
CHEBI:15767	KEGG COMPOUND:75-09-2
CHEBI:15767	Gmelin:1302
CHEBI:15767	ChemIDplus:75-09-2
CHEBI:15767	ChEMBL:167785
CHEBI:15767	Beilstein:1730800
CHEBI:15793	Wikipedia:3-hydroxyanthranilic_acid
CHEBI:15793	Reaxys:973356
CHEBI:15793	PMID:9126284
CHEBI:15793	PMID:24200862
CHEBI:15793	PMID:22770225
CHEBI:15793	PMID:22711758
CHEBI:15793	PMID:13321971
CHEBI:15793	PMID:11392499
CHEBI:15793	PDBeChem:3HA
CHEBI:15793	MetaCyc:3-HYDROXY-ANTHRANILATE
CHEBI:15793	LINCS:LSM-20979
CHEBI:15793	KNApSAcK:C00007568
CHEBI:15793	KEGG:C00632
CHEBI:15793	HMDB:HMDB0001476
CHEBI:15793	DrugBank:DB03644
CHEBI:15793	CAS:548-93-6
CHEBI:15843	SNOMEDCT:3792001
CHEBI:15843	PDBeChem:ACD
CHEBI:15843	NIST Chemistry WebBook:506-32-1
CHEBI:15843	NCIt:C282
CHEBI:15843	MeSH:D016718
CHEBI:15843	KEGG COMPOUND:C00219
CHEBI:15843	KEGG COMPOUND:506-32-1
CHEBI:15843	Gmelin:58972
CHEBI:15843	CiteXplore:2820055
CHEBI:15843	CiteXplore:18973997
CHEBI:15843	ChemIDplus:506-32-1
CHEBI:15843	ChEMBL:116437
CHEBI:15843	Beilstein:1913991
CHEBI:15866	NCIt:C116618
CHEBI:15866	MeSH:D003847
CHEBI:15882	SNOMEDCT:116613007
CHEBI:15882	NCIt:C1191
CHEBI:15882	MeSH:D019800
CHEBI:15929	MeSH:C072239
CHEBI:15929	KEGG COMPOUND:C11512
CHEBI:15929	KEGG COMPOUND:1211-29-6
CHEBI:15930	SNOMEDCT:85612002
CHEBI:15930	NCIt:C26311
CHEBI:15930	MeSH:D001280
CHEBI:15940	Wikipedia:Niacin
CHEBI:15940	SNOMEDCT:273943001
CHEBI:15940	Reaxys:109591
CHEBI:15940	PDBeChem:NIO
CHEBI:15940	NIST Chemistry WebBook:59-67-6
CHEBI:15940	NCIt:C689
CHEBI:15940	MetaCyc:NIACINE
CHEBI:15940	MeSH:D009525
CHEBI:15940	KEGG DRUG:D00049
CHEBI:15940	KEGG COMPOUND:C00253
CHEBI:15940	KEGG COMPOUND:59-67-6
CHEBI:15940	HMDB:HMDB01488
CHEBI:15940	Gmelin:3340
CHEBI:15940	DrugBank:DB00627
CHEBI:15940	CiteXplore:22458880
CHEBI:15940	CiteXplore:22366213
CHEBI:15940	CiteXplore:22155410
CHEBI:15940	CiteXplore:22116693
CHEBI:15940	CiteXplore:21632263
CHEBI:15940	CiteXplore:19779335
CHEBI:15940	CiteXplore:19678716
CHEBI:15940	CiteXplore:19592242
CHEBI:15940	CiteXplore:19369827
CHEBI:15940	CiteXplore:18996527
CHEBI:15940	CiteXplore:18993152
CHEBI:15940	CiteXplore:18037924
CHEBI:15940	CiteXplore:16945375
CHEBI:15940	CiteXplore:16877271
CHEBI:15940	CiteXplore:16767301
CHEBI:15940	CiteXplore:16449845
CHEBI:15940	CiteXplore:16400392
CHEBI:15940	CiteXplore:16172771
CHEBI:15940	CiteXplore:16018787
CHEBI:15940	CiteXplore:15627518
CHEBI:15940	CiteXplore:15311728
CHEBI:15940	CiteXplore:15205990
CHEBI:15940	CiteXplore:15183629
CHEBI:15940	CiteXplore:15037193
CHEBI:15940	CiteXplore:12789870
CHEBI:15940	CiteXplore:12563315
CHEBI:15940	ChemIDplus:59-67-6
CHEBI:15940	ChEMBL:116656
CHEBI:15940	Beilstein:109591
CHEBI:15956	SNOMEDCT:8919000
CHEBI:15956	NCIt:C309
CHEBI:15956	MeSH:D001710
CHEBI:15978	Reaxys:1723975
CHEBI:15978	PDBeChem:G3P
CHEBI:15978	KEGG COMPOUND:C00093
CHEBI:15978	CiteXplore:1694860
CHEBI:15978	ChEMBL:795270
CHEBI:15978	Beilstein:1723975
CHEBI:16038	PDBeChem:PTY
CHEBI:16038	NCIt:C68416
CHEBI:16038	MeSH:C483858
CHEBI:16038	KEGG COMPOUND:C00350
CHEBI:16038	CiteXplore:7980848
CHEBI:16038	CiteXplore:3196084
CHEBI:16038	CiteXplore:10540156
CHEBI:16113	SNOMEDCT:84698008
CHEBI:16113	NCIt:C369
CHEBI:16113	MeSH:D002784
CHEBI:16196	SNOMEDCT:427281002
CHEBI:16196	NCIt:C68405
CHEBI:16196	MeSH:D019301
CHEBI:16236	SNOMEDCT:53041004
CHEBI:16236	SNOMEDCT:421417004
CHEBI:16236	SNOMEDCT:419442005
CHEBI:16236	SNOMEDCT:413966000
CHEBI:16236	SNOMEDCT:398624005
CHEBI:16236	NIFSTD:nlx_chem_20090205
CHEBI:16236	NCIt:C79085
CHEBI:16236	NCIt:C2190
CHEBI:16236	MeSH:D000431
CHEBI:16240	SNOMEDCT:387171003
CHEBI:16240	SNOMEDCT:31231007
CHEBI:16240	NCIt:C28156
CHEBI:16240	MeSH:D006861
CHEBI:16243	SNOMEDCT:52130006
CHEBI:16243	NCIt:C792
CHEBI:16243	MeSH:D011794
CHEBI:16247	SNOMEDCT:78447009
CHEBI:16247	NCIt:C70561
CHEBI:16247	MeSH:D010743
CHEBI:16247	KEGG COMPOUND:C00865
CHEBI:16261	MeSH:D048271
CHEBI:16261	KEGG COMPOUND:C00734
CHEBI:16261	ChemIDplus:9012-76-4
CHEBI:16330	SNOMEDCT:103042004
CHEBI:16330	NCIt:C72098
CHEBI:16330	NCIt:C29619
CHEBI:16330	MeSH:D013196
CHEBI:16336	SNOMEDCT:38218009
CHEBI:16336	NCIt:C549
CHEBI:16336	MeSH:D006820
CHEBI:16348	NCIt:C21521
CHEBI:16348	MeSH:C015392
CHEBI:16359	SNOMEDCT:17147002
CHEBI:16359	NCIt:C91035
CHEBI:16359	MeSH:D019826
CHEBI:16411	SNOMEDCT:71532005
CHEBI:16411	NIST Chemistry WebBook:87-51-4
CHEBI:16411	MeSH:C030737
CHEBI:16411	KEGG COMPOUND:C00954
CHEBI:16411	KEGG COMPOUND:87-51-4
CHEBI:16411	Gmelin:143197
CHEBI:16411	ChemIDplus:87-51-4
CHEBI:16411	ChEMBL:234915
CHEBI:16411	Beilstein:143358
CHEBI:16412	SNOMEDCT:3325005
CHEBI:16412	NCIt:C101788
CHEBI:16412	MeSH:D008070
CHEBI:16449	SNOMEDCT:58753009
CHEBI:16449	NCIt:C29605
CHEBI:16449	MeSH:D000409
CHEBI:16467	Reaxys:1725413
CHEBI:16467	PDBeChem:ARG
CHEBI:16467	KEGG COMPOUND:C00062
CHEBI:16467	Gmelin:83283
CHEBI:16467	ChemIDplus:74-79-3
CHEBI:16467	Beilstein:1725413
CHEBI:16469	Wikipedia:Estradiol
CHEBI:16469	SNOMEDCT:126172005
CHEBI:16469	PDBeChem:EST
CHEBI:16469	NIST Chemistry WebBook:50-28-2
CHEBI:16469	NCIt:C2295
CHEBI:16469	MeSH:D004958
CHEBI:16469	KEGG COMPOUND:C00951
CHEBI:16469	KEGG COMPOUND:50-28-2
CHEBI:16469	Gmelin:290805
CHEBI:16469	CiteXplore:3621671
CHEBI:16469	CiteXplore:10438974
CHEBI:16469	ChemIDplus:50-28-2
CHEBI:16469	ChEMBL:127626
CHEBI:16469	Beilstein:1914275
CHEBI:16482	UM-BBD:c0333
CHEBI:16482	SNOMEDCT:17750005
CHEBI:16482	PDBeChem:NPY
CHEBI:16482	NIST Chemistry WebBook:91-20-3
CHEBI:16482	NCIt:C29839
CHEBI:16482	MeSH:C031721
CHEBI:16482	KEGG COMPOUND:C00829
CHEBI:16482	KEGG COMPOUND:91-20-3
CHEBI:16482	Gmelin:3347
CHEBI:16482	ChemIDplus:91-20-3
CHEBI:16482	ChEMBL:116789
CHEBI:16482	Beilstein:1421310
CHEBI:16522	SNOMEDCT:85822005
CHEBI:16522	NCIt:C95164
CHEBI:16522	NCIt:C72219
CHEBI:16522	MeSH:D015026
CHEBI:16523	NCIt:C61739
CHEBI:16526	SNOMEDCT:31811003
CHEBI:16526	NCIt:C65288
CHEBI:16526	MeSH:D002245
CHEBI:16587	MeSH:D013253
CHEBI:16587	MeSH:D004441
CHEBI:16602	SNOMEDCT:16808006
CHEBI:16602	NCIt:C44459
CHEBI:16602	MeSH:D014241
CHEBI:16605	Wikipedia:Allyl_Alcohol
CHEBI:16605	SNOMEDCT:32663005
CHEBI:16605	MeSH:C006463
CHEBI:16605	KEGG COMPOUND:C02001
CHEBI:16605	KEGG COMPOUND:107-18-6
CHEBI:16605	ChemIDplus:107-18-6
CHEBI:16605	ChEMBL:494802
CHEBI:16646	SNOMEDCT:2331003
CHEBI:16646	NCIt:C344
CHEBI:16675	Wikipedia:Quinolinic_acid
CHEBI:16675	Reaxys:137110
CHEBI:16675	PMID:8724297
CHEBI:16675	PMID:16008534
CHEBI:16675	PMID:11462760
CHEBI:16675	PMID:11226705
CHEBI:16675	PDBeChem:NTM
CHEBI:16675	KNApSAcK:C00007381
CHEBI:16675	KEGG:C03722
CHEBI:16675	HMDB:HMDB0000232
CHEBI:16675	Gmelin:201344
CHEBI:16675	DrugBank:DB01796
CHEBI:16675	CAS:89-00-9
CHEBI:16675	Beilstein:137110
CHEBI:16688	MeSH:D004440
CHEBI:16716	SNOMEDCT:57939002
CHEBI:16716	NCIt:C302
CHEBI:16716	MeSH:D001554
CHEBI:16731	SNOMEDCT:411358009
CHEBI:16731	SNOMEDCT:255647002
CHEBI:16731	NCIt:C76703
CHEBI:16737	SNOMEDCT:15373003
CHEBI:16737	NIST Chemistry WebBook:60-27-5
CHEBI:16737	NCIt:C399
CHEBI:16737	MeSH:D003404
CHEBI:16737	KEGG COMPOUND:C00791
CHEBI:16737	KEGG COMPOUND:60-27-5
CHEBI:16737	ChemIDplus:60-27-5
CHEBI:16738	NCIt:C32244
CHEBI:16738	MeSH:C004762
CHEBI:16742	Wikipedia:Orotic_acid
CHEBI:16742	SNOMEDCT:2254005
CHEBI:16742	Reaxys:383901
CHEBI:16742	PMID:7264771
CHEBI:16742	PMID:22863860
CHEBI:16742	PMID:22770225
CHEBI:16742	PMID:22707164
CHEBI:16742	PMID:22634191
CHEBI:16742	PMID:22371390
CHEBI:16742	PMID:22307261
CHEBI:16742	PMID:22285839
CHEBI:16742	PMID:22019295
CHEBI:16742	PMID:11059538
CHEBI:16742	PDBeChem:ORO
CHEBI:16742	NCIt:C81628
CHEBI:16742	MetaCyc:OROTATE
CHEBI:16742	MeSH:D009963
CHEBI:16742	KNApSAcK:C00019689
CHEBI:16742	KEGG:D00055
CHEBI:16742	KEGG:C00295
CHEBI:16742	HMDB:HMDB0000226
CHEBI:16742	Gmelin:101990
CHEBI:16742	Drug_Central:3402
CHEBI:16742	DrugBank:DB02262
CHEBI:16742	CAS:65-86-1
CHEBI:16742	Beilstein:383901
CHEBI:16794	SNOMEDCT:72870001
CHEBI:16794	SNOMEDCT:387409009
CHEBI:16794	NCIt:C47712
CHEBI:16794	KEGG DRUG:D00138
CHEBI:16794	KEGG COMPOUND:C01851
CHEBI:16794	KEGG COMPOUND:51-34-3
CHEBI:16794	DrugBank:DB00747
CHEBI:16794	ChEMBL:679689
CHEBI:16811	Wikipedia:Methionine
CHEBI:16811	UM-BBD:c0094
CHEBI:16811	SNOMEDCT:70288006
CHEBI:16811	Reaxys:636185
CHEBI:16811	NIST Chemistry WebBook:59-51-8
CHEBI:16811	NCIt:C29600
CHEBI:16811	MeSH:D008715
CHEBI:16811	KEGG DRUG:D04983
CHEBI:16811	KEGG COMPOUND:C01733
CHEBI:16811	Gmelin:3117
CHEBI:16811	CiteXplore:16702333
CHEBI:16811	ChemIDplus:59-51-8
CHEBI:16811	Beilstein:636185
CHEBI:16814	SNOMEDCT:103044003
CHEBI:16814	MeSH:D019314
CHEBI:16814	KEGG COMPOUND:C04555
CHEBI:16814	CiteXplore:9661815
CHEBI:16814	CiteXplore:18307294
CHEBI:16814	ChemIDplus:651-48-9
CHEBI:16842	SNOMEDCT:111095003
CHEBI:16842	NCIt:C29744
CHEBI:16842	MeSH:D005557
CHEBI:16856	SNOMEDCT:55477000
CHEBI:16856	SNOMEDCT:423272009
CHEBI:16856	NIFSTD:nlx_mol_20090201
CHEBI:16856	NCIt:C523
CHEBI:16856	MeSH:D005978
CHEBI:16865	Wikipedia:Gamma-Aminobutyric_acid
CHEBI:16865	Reaxys:906818
CHEBI:16865	PMID:22770225
CHEBI:16865	PMID:21614609
CHEBI:16865	PMID:16276116
CHEBI:16865	PMID:10930630
CHEBI:16865	PMID:10630630
CHEBI:16865	PDBeChem:ABU
CHEBI:16865	MetaCyc:4-AMINO-BUTYRATE
CHEBI:16865	LIPID_MAPS_instance:LMFA01100039
CHEBI:16865	KNApSAcK:C00001337
CHEBI:16865	KEGG:D00058
CHEBI:16865	KEGG:C00334
CHEBI:16865	HMDB:HMDB0000112
CHEBI:16865	Gmelin:49775
CHEBI:16865	Drug_Central:1262
CHEBI:16865	DrugBank:DB02530
CHEBI:16865	CAS:56-12-2
CHEBI:16865	Beilstein:906818
CHEBI:16865	BPDB:2298
CHEBI:16899	SNOMEDCT:387168006
CHEBI:16899	SNOMEDCT:30761007
CHEBI:16899	NCIt:C625
CHEBI:16899	MeSH:D008353
CHEBI:16914	Wikipedia:Salicylic_Acid
CHEBI:16914	SNOMEDCT:46741005
CHEBI:16914	SNOMEDCT:387253001
CHEBI:16914	Reaxys:774890
CHEBI:16914	PDBeChem:SAL
CHEBI:16914	NIST Chemistry WebBook:69-72-7
CHEBI:16914	NCIt:C61934
CHEBI:16914	MeSH:D020156
CHEBI:16914	KEGG DRUG:D00097
CHEBI:16914	KEGG COMPOUND:C00805
CHEBI:16914	KEGG COMPOUND:69-72-7
CHEBI:16914	Gmelin:3418
CHEBI:16914	DrugBank:DB00936
CHEBI:16914	CiteXplore:3425858
