# Date and time run: 2023-05-17 16:30:17.557827
# Target Ontology: https://github.com/EBISPOT/efo/releases/download/v3.43.0/efo.owl
# Text2term version: 2.3.1
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: ('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')
# Max Mappings: 1
# Term Type: classes
# Deprecated Terms Excluded
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
ebi-a-GCST006654,Vaginal discharge (smell),abnormal vaginal discharge smell,EFO:0009408,http://www.ebi.ac.uk/efo/EFO_0009408,0.8842537114028175
finn-b-CD2_BENIGN_TRANSVERSE_COLON_EXALLC,Benign neoplasm: Transverse colon (all cancers excluded),benign colon neoplasm,MONDO:0002278,http://purl.obolibrary.org/obo/MONDO_0002278,0.700622367677884
finn-b-KRA_PSY_AUTISM_EXMORE,Autism spe (more controls excluded),autism,EFO:0003758,http://www.ebi.ac.uk/efo/EFO_0003758,0.8458895105716692
finn-b-N14_VAGINITIS,Vaginitis/vulvovaginitis/vulvitis/abscess of vulva,vulvovaginitis,EFO:1001240,http://www.ebi.ac.uk/efo/EFO_1001240,0.8486563065944762
finn-b-L12_PYOGENGRANUL,Pyogenic granuloma,pyogenic granuloma,MONDO:0022096,http://purl.obolibrary.org/obo/MONDO_0022096,0.9931085774126271
ukb-d-22601_31113033,"Job coding: laboratory technician, scientific assistant, cytology screener; hospital, medical or health technician",technician,EFO:0009739,http://www.ebi.ac.uk/efo/EFO_0009739,0.6678747137940979
finn-b-CD2_BENIGN_EAR_RESP_EXALLC,Benign neoplasm of middle ear and respiratory system (all cancers excluded),respiratory system benign neoplasm,MONDO:0000382,http://purl.obolibrary.org/obo/MONDO_0000382,0.7889695918191608
ukb-b-4921,Diagnoses - main ICD10: M75.0 Adhesive capsulitis of shoulder,frozen shoulder,EFO:1000941,http://www.ebi.ac.uk/efo/EFO_1000941,0.7804082945305443
ukb-b-15175,Vitamin and mineral supplements: Vitamin C,vitamin C measurement,EFO:0600003,http://www.ebi.ac.uk/efo/EFO_0600003,0.6565302153403925
finn-b-E4_PANCSECNAS,"Disorder of pancreatic internal secretion, other and/or unspecified",pancreas disease,EFO:0009605,http://www.ebi.ac.uk/efo/EFO_0009605,0.7408081402355954
finn-b-I9_AORTDIS,Dissection of aorta,Aortic dissection,HP:0002647,http://purl.obolibrary.org/obo/HP_0002647,0.8227888857956902
ukb-b-11748,Diagnoses - main ICD10: I47.1 Supraventricular tachycardia,Supraventricular tachycardia,HP:0004755,http://purl.obolibrary.org/obo/HP_0004755,0.8094315455452378
ebi-a-GCST90016625,Ulcerative colitis vs rheumatoid arthritis (ordinary least squares (OLS)),rheumatoid arthritis,EFO:0000685,http://www.ebi.ac.uk/efo/EFO_0000685,0.723244128727235
finn-b-CHARCOT,Charcot foot,amyotrophic lateral sclerosis,MONDO:0004976,http://purl.obolibrary.org/obo/MONDO_0004976,0.713507157621724
ukb-a-214,Illnesses of mother: Chronic bronchitis/emphysema,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.6543283477759322
finn-b-N14_OTHNONINFVAG,Other noninflammatory disorders of vagina,vaginitis,MONDO:0002234,http://purl.obolibrary.org/obo/MONDO_0002234,0.7263158446434179
ukb-b-8072,Diagnoses - secondary ICD10: N40 Hyperplasia of prostate,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.6605470852194312
ukb-d-L12_ACTINKERA,Actinic keratosis,actinic keratosis,EFO:0002496,http://www.ebi.ac.uk/efo/EFO_0002496,0.9869802456377301
ukb-e-30660_MID,Direct bilirubin,bilirubin measurement,EFO:0004570,http://www.ebi.ac.uk/efo/EFO_0004570,0.6617008741726622
finn-b-J10_NECROTIC,Suppurative and necrotic conditions of lower respiratory tract,lower respiratory tract disease,EFO:0009433,http://www.ebi.ac.uk/efo/EFO_0009433,0.6225967963234675
ukb-d-LUNG_CANCER_MESOT,Lung cancer and mesothelioma,mesothelioma,EFO:0000588,http://www.ebi.ac.uk/efo/EFO_0000588,0.8140075023368172
ukb-d-H7_EYELIDDIS,Other disorders of eyelid,eyelid disease,EFO:0009547,http://www.ebi.ac.uk/efo/EFO_0009547,0.9351803131547352
ukb-e-24008_EAS,Particulate matter air pollution 2.5-10um; 2010,particulate matter air pollution measurement,EFO:0008255,http://www.ebi.ac.uk/efo/EFO_0008255,0.7036143564785411
ieu-a-1112,Primary sclerosing cholangitis,sclerosing cholangitis,EFO:0004268,http://www.ebi.ac.uk/efo/EFO_0004268,0.9926265901721832
ieu-a-834,Rheumatoid arthritis,rheumatoid arthritis,EFO:0000685,http://www.ebi.ac.uk/efo/EFO_0000685,0.9964225432780601
ukb-e-20004_p40_AFR,Operation code,ophthalmic procedure,EFO:0010722,http://www.ebi.ac.uk/efo/EFO_0010722,0.6223442951737136
finn-b-I9_CHD,Major coronary heart disease event,coronary artery disease,EFO:0001645,http://www.ebi.ac.uk/efo/EFO_0001645,0.7709802932196587
finn-b-CD2_BENIGN_THYROID,Benign neoplasm of thyroid gland,Benign Thyroid Gland Neoplasm,EFO:1000122,http://www.ebi.ac.uk/efo/EFO_1000122,0.9932864971877277
finn-b-L12_CHRONICULCEROFSKIN,"Chronic ulcer of skin, not elsewhere classified",chronic ulcer of skin,EFO:0007066,http://www.ebi.ac.uk/efo/EFO_0007066,0.9915750578400423
ukb-e-R63_CSA,R63 Symptoms and signs concerning food and fluid intake,sign or symptom concerning food and fluid intake,EFO:0009825,http://www.ebi.ac.uk/efo/EFO_0009825,0.7804785720842359
ukb-e-6164_p4_AFR,Types of physical activity in last 4 weeks,physical activity,EFO:0003940,http://www.ebi.ac.uk/efo/EFO_0003940,0.7001666233021082
finn-b-E4_DELPUB,Delayed puberty,Delayed puberty,HP:0000823,http://purl.obolibrary.org/obo/HP_0000823,0.9944530727306764
finn-b-HYPOTHY_REIMB,"Hypothyroidism, drug reimbursement",hypothyroidism,EFO:0004705,http://www.ebi.ac.uk/efo/EFO_0004705,0.6454511731031412
ukb-d-C79,Diagnoses - main ICD10: C79 Secondary malignant neoplasm of other sites,secondary malignant neoplasm,EFO:0009812,http://www.ebi.ac.uk/efo/EFO_0009812,0.6637107558671809
ukb-e-20004_p97_CSA,Operation code,ophthalmic procedure,EFO:0010722,http://www.ebi.ac.uk/efo/EFO_0010722,0.6223442951737136
ukb-d-K11_OTHGASTR,Other gastritis (incl. Duodenitis),duodenitis,MONDO:0004627,http://purl.obolibrary.org/obo/MONDO_0004627,0.7305333338874004
ukb-e-52_p2_EAS,Month of birth,date of birth,EFO:0004950,http://www.ebi.ac.uk/efo/EFO_0004950,0.6294434380374075
finn-b-H8_EXT_ABSC,Abscess of external ear,external ear disease,EFO:0009668,http://www.ebi.ac.uk/efo/EFO_0009668,0.6768785404005246
ieu-a-1137,ER- Breast cancer (GWAS),breast cancer,MONDO:0007254,http://purl.obolibrary.org/obo/MONDO_0007254,0.6805097807083839
finn-b-AB1_ZOSTER,Zoster [herpes zoster],Herpes Zoster,EFO:0006510,http://www.ebi.ac.uk/efo/EFO_0006510,0.9420747269596442
finn-b-MUCOPROCT,Mucosal proctocolitis,ulcerative proctosigmoiditis,EFO:1001223,http://www.ebi.ac.uk/efo/EFO_1001223,0.7300817546405037
ukb-b-13998,Diagnoses - secondary ICD10: N84.0 Polyp of corpus uteri,uterine polyp,EFO:0009484,http://www.ebi.ac.uk/efo/EFO_0009484,0.6554157814249414
ukb-d-M13_GANGLION,Ganglion,ganglioglioma,EFO:0003094,http://www.ebi.ac.uk/efo/EFO_0003094,0.8131550956692198
ukb-e-30140_AFR,Neutrophill count,neutrophil count,EFO:0004833,http://www.ebi.ac.uk/efo/EFO_0004833,0.8855172017762045
finn-b-ASTHMA_NAS,"Asthma, unspecified (mode)",asthma,MONDO:0004979,http://purl.obolibrary.org/obo/MONDO_0004979,0.8087367232338826
ukb-e-30200_AFR,Neutrophill percentage,neutrophil percentage of leukocytes,EFO:0007990,http://www.ebi.ac.uk/efo/EFO_0007990,0.9163582761835752
finn-b-Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED,"Dependence on enabling machines and devices, not elsewhere classified",dependence on enabling machines and devices,EFO:0020981,http://www.ebi.ac.uk/efo/EFO_0020981,0.9441783720790768
finn-b-G6_NEUINFL,Inflammatory diseases of the central nervous system,encephalomyelitis,EFO:0001423,http://www.ebi.ac.uk/efo/EFO_0001423,0.8582532514628696
finn-b-I9_PAROXTAC_EXNONE,Paroxysmal tachycardia (no controls excluded),paroxysmal tachycardia,EFO:0009493,http://www.ebi.ac.uk/efo/EFO_0009493,0.9607596445522322
ukb-e-21000_p17_AFR,Ethnic background,ethnic group,EFO:0001799,http://www.ebi.ac.uk/efo/EFO_0001799,0.6379151379563026
ebi-a-GCST90000514,Gastroesophageal reflux disease,gastroesophageal reflux disease,EFO:0003948,http://www.ebi.ac.uk/efo/EFO_0003948,0.9932147347139276
finn-b-CD2_BENIGN_SKIN_LIP_EXALLC,Benign neoplasm: Skin of lip (all cancers excluded),benign neoplasm of skin,MONDO:0021440,http://purl.obolibrary.org/obo/MONDO_0021440,0.8244221481528367
ukb-a-303,Hair/balding pattern: Pattern 4,Abnormal hair pattern,HP:0010720,http://purl.obolibrary.org/obo/HP_0010720,0.6857877236160327
ukb-e-709_p1_EAS,Number in household,household income,EFO:0009695,http://www.ebi.ac.uk/efo/EFO_0009695,0.7113090165783238
finn-b-C3_UNCERTAIN_SECONDARY,Secondary uncertain malignant neoplasm,secondary malignant neoplasm,EFO:0009812,http://www.ebi.ac.uk/efo/EFO_0009812,0.8109403603382788
ukb-e-4106_CSA,"Heel bone mineral density (BMD) T-score, automated (left)",heel bone mineral density,EFO:0009270,http://www.ebi.ac.uk/efo/EFO_0009270,0.6644928412601491
finn-b-AB1_VIRAL_ENCEPHALITIS_NOS,"Viral encephalitis, not elsewhere classified/unspecified",viral encephalitis,EFO:0007538,http://www.ebi.ac.uk/efo/EFO_0007538,0.9897253112524673
ukb-e-5108_AFR,3mm asymmetry angle (right),hemifacial hypertrophy,MONDO:0007590,http://purl.obolibrary.org/obo/MONDO_0007590,0.6019046636107296
ukb-e-20502_AFR,Ever had period extreme irritability,Irritability,HP:0000737,http://purl.obolibrary.org/obo/HP_0000737,0.6342273814728027
ukb-d-COLITNONINFNAS,Noninfectious colitis NAS,infectious colitis,EFO:1000035,http://www.ebi.ac.uk/efo/EFO_1000035,0.8052496948625711
finn-b-CD2_BENIGN_MENINGES_SPINAL,Benign neoplasm: Spinal meninges,meningeal neoplasm,EFO:0003851,http://www.ebi.ac.uk/efo/EFO_0003851,0.7902946573757691
finn-b-F5_DEMENTIA,Dementia,Dementia,HP:0000726,http://purl.obolibrary.org/obo/HP_0000726,0.9957187423927057
ieu-a-966,Lung cancer,lung cancer,MONDO:0008903,http://purl.obolibrary.org/obo/MONDO_0008903,0.9922914256656818
finn-b-M13_DERMATOPOLY,Dermatopolymyositis,dermatomyositis,EFO:0000398,http://www.ebi.ac.uk/efo/EFO_0000398,0.992970608352919
ukb-b-4725,"Non-cancer illness code, self-reported: duodenal ulcer",duodenal ulcer,EFO:0004607,http://www.ebi.ac.uk/efo/EFO_0004607,0.6841534063088878
ebi-a-GCST90016622,Schizophrenia vs major depressive disorder (ordinary least squares (OLS)),major depressive disorder,MONDO:0002009,http://purl.obolibrary.org/obo/MONDO_0002009,0.6485096120230093
ukb-e-5057_CSA,Number of older siblings,number of siblings,EFO:0009713,http://www.ebi.ac.uk/efo/EFO_0009713,0.8505618992336933
finn-b-D3_COAGDEF,Chronic Coagulation defects,blood coagulation disease,EFO:0009314,http://www.ebi.ac.uk/efo/EFO_0009314,0.7542414005801644
finn-b-CD2_BENIGN_TRANSVERSE_COLON,Benign neoplasm: Transverse colon,benign colon neoplasm,MONDO:0002278,http://purl.obolibrary.org/obo/MONDO_0002278,0.7678082175162123
ukb-e-1920_AFR,Mood swings,Mood swings,HP:0000720,http://purl.obolibrary.org/obo/HP_0000720,0.9944069524916438
ukb-e-4548_EAS,Health satisfaction,health satisfaction measurement,EFO:0009724,http://www.ebi.ac.uk/efo/EFO_0009724,0.881297596441373
finn-b-AB1_HEPATITIS_OTHER_VIRAL,Other  viral hepatitis,viral human hepatitis infection,EFO:0004196,http://www.ebi.ac.uk/efo/EFO_0004196,0.9972200154160308
ukb-b-11064,Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft,coronary artery bypass,EFO:0003776,http://www.ebi.ac.uk/efo/EFO_0003776,0.6774408632491464
ukb-e-100013_CSA,Vitamin B12,vitamin B12 deficiency,EFO:0000734,http://www.ebi.ac.uk/efo/EFO_0000734,0.9164362481125373
ukb-e-SBP_p2_AFR,"Systolic blood pressure, combined automated + manual reading",systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.6974716754295919
finn-b-CD2_BENIGN_SALIVARY_EXALLC,Benign neoplasm of major salivary glands (all cancers excluded),major salivary gland cancer,MONDO:0044743,http://purl.obolibrary.org/obo/MONDO_0044743,0.8077946287314568
ukb-b-5617,Operation code: pilonidal sinus surgery (anal),Pilonidal sinus,HP:0010769,http://purl.obolibrary.org/obo/HP_0010769,0.7386781751273128
finn-b-G6_ALCOPOLY,Alcohol induced polyneuropathy (G6_ALCOPOLY),alcoholic neuropathy,EFO:1000803,http://www.ebi.ac.uk/efo/EFO_1000803,0.7676768414903026
finn-b-E4_HYPEROSMHNAT,Hyperosmolality and hypernatraemia,Hypernatremia,HP:0003228,http://purl.obolibrary.org/obo/HP_0003228,0.610335112973026
finn-b-ST19_FOCAL_BRAIN_INJURY,Focal brain injury,brain injury,MONDO:0043510,http://purl.obolibrary.org/obo/MONDO_0043510,0.7932976820458502
ukb-a-520,Diagnoses - main ICD10: C61 Malignant neoplasm of prostate,prostate cancer,MONDO:0008315,http://purl.obolibrary.org/obo/MONDO_0008315,0.7255681086476621
finn-b-L12_OTHERCONTACT,Other contact dermatitis,contact dermatitis,EFO:0005319,http://www.ebi.ac.uk/efo/EFO_0005319,0.9886490771863138
ieu-a-90,Obesity class 1,obesity,EFO:0001073,http://www.ebi.ac.uk/efo/EFO_0001073,0.7907321975319083
ukb-e-20117_p2_CSA,Alcohol drinker status,alcohol drinking,EFO:0004329,http://www.ebi.ac.uk/efo/EFO_0004329,0.6539230607723152
finn-b-I9_AORTANEUR,Aortic aneurysm,aortic aneurysm,EFO:0001666,http://www.ebi.ac.uk/efo/EFO_0001666,0.9933376369889261
finn-b-I9_INTRACRA_EXNONE,Nontraumatic intracranial haemmorrhage (no controls excluded),intracranial hemorrhage,EFO:0000551,http://www.ebi.ac.uk/efo/EFO_0000551,0.7325911127944885
ukb-e-1339_MID,Non-oily fish intake,fish consumption measurement,EFO:0010139,http://www.ebi.ac.uk/efo/EFO_0010139,0.616479992940154
ukb-e-20004_p96_AFR,Operation code,ophthalmic procedure,EFO:0010722,http://www.ebi.ac.uk/efo/EFO_0010722,0.6223442951737136
finn-b-CD2_BENIGN_BREAST_EXALLC,Benign neoplasm of breast (all cancers excluded),breast benign neoplasm,MONDO:0000620,http://purl.obolibrary.org/obo/MONDO_0000620,0.8880578905727048
ukb-d-N80,Diagnoses - main ICD10: N80 Endometriosis,endometriosis,EFO:0001065,http://www.ebi.ac.uk/efo/EFO_0001065,0.6673253095114791
finn-b-F5_SEXDYS,Sexual dysfunction,sexual dysfunction,EFO:0004714,http://www.ebi.ac.uk/efo/EFO_0004714,0.9826213849867453
finn-b-H7_LAGOPHTALMOS,Lagophthalmos,lagophthalmos,MONDO:0001604,http://purl.obolibrary.org/obo/MONDO_0001604,0.9881235456952282
ukb-e-6149_p7_CSA,Mouth/teeth dental problems,Abnormality of the dentition,HP:0000164,http://purl.obolibrary.org/obo/HP_0000164,0.6563404744851319
finn-b-C3_SMALL_INTESTINE_EXALLC,Malignant neoplasm of small intestine (all cancers excluded),small intestine cancer,MONDO:0000956,http://purl.obolibrary.org/obo/MONDO_0000956,0.921340004221691
finn-b-E4_DIABINSIPIDUS,Diabetes insipidus,diabetes insipidus,MONDO:0004782,http://purl.obolibrary.org/obo/MONDO_0004782,0.995100320753652
finn-b-G6_HCNP,Normal-pressure hydrocephalus,normal pressure hydrocephalus,EFO:1001065,http://www.ebi.ac.uk/efo/EFO_1001065,0.9818343571787143
ukb-e-1060_MID,Time spent outdoors in winter,time spent outdoors measurement,EFO:0600081,http://www.ebi.ac.uk/efo/EFO_0600081,0.8299098804756301
finn-b-M13_BURSELBOWOTH,Other bursitis of elbow,olecranon bursitis,MONDO:0001557,http://purl.obolibrary.org/obo/MONDO_0001557,0.9969669108170927
finn-b-CD2_BENIGN_SKIN_LOWERLIMB,"Benign neoplasm: Skin of lower limb, including hip",benign neoplasm of skin,MONDO:0021440,http://purl.obolibrary.org/obo/MONDO_0021440,0.6319754524882802
finn-b-KRA_PSY_SPEELING,Speech and linguistic disorders,Neurological speech impairment,HP:0002167,http://purl.obolibrary.org/obo/HP_0002167,0.7147087996343474
ukb-b-6740,Current employment status: In paid employment or self-employed,employment status,EFO:0005241,http://www.ebi.ac.uk/efo/EFO_0005241,0.8498790753141211
finn-b-AD_U,Alzheimer<c3><95>s disease (undefined),Alzheimer disease,MONDO:0004975,http://purl.obolibrary.org/obo/MONDO_0004975,0.8065798757254485
finn-b-C3_CONNECTIVE_SOFT_NAS_EXALLC,Malignant neoplasm of other connective and soft tissue (all cancers excluded),malignant soft tissue neoplasm,MONDO:0024637,http://purl.obolibrary.org/obo/MONDO_0024637,0.8139629112391199
finn-b-F5_EMOPER,Emotionally unstable personality disorder,Personality disorder,HP:0012075,http://purl.obolibrary.org/obo/HP_0012075,0.6823024789275446
ukb-e-30640_CSA,Apolipoprotein B,abetalipoproteinemia,MONDO:0008692,http://purl.obolibrary.org/obo/MONDO_0008692,0.8557196146026204
ukb-e-670_p3_CSA,Type of accommodation lived in,eye accommodation disease,MONDO:0000926,http://purl.obolibrary.org/obo/MONDO_0000926,0.7314152941390692
ebi-a-GCST005531,Multiple sclerosis,multiple sclerosis,MONDO:0005301,http://purl.obolibrary.org/obo/MONDO_0005301,0.9944587994936067
ukb-a-204,Illnesses of father: Prostate cancer,prostate cancer,MONDO:0008315,http://purl.obolibrary.org/obo/MONDO_0008315,0.6562249252769711
finn-b-E4_GILBERT,Gilbert syndrome,Gilbert syndrome,EFO:0005556,http://www.ebi.ac.uk/efo/EFO_0005556,0.9707099858952447
finn-b-R18_MALAI_FATIG,Malaise and fatigue,Fatigue,HP:0012378,http://purl.obolibrary.org/obo/HP_0012378,0.7314791275733856
finn-b-M13_OSTEOMYELITIS,Osteomyelitis,osteomyelitis,EFO:0003102,http://www.ebi.ac.uk/efo/EFO_0003102,0.996825063642452
ebi-a-GCST006651,Menstruation quality of life impact (sleepiness),quality of life during menstruation measurement,EFO:0009366,http://www.ebi.ac.uk/efo/EFO_0009366,0.6393070796041527
finn-b-G6_CARPTU,Carpal tunnel syndrome,carpal tunnel syndrome,EFO:0004143,http://www.ebi.ac.uk/efo/EFO_0004143,0.965954041603153
finn-b-RHEUMA_SEROPOS_OTH,Other/unspecified seropositiverheumatoid arthritis,rheumatoid arthritis,EFO:0000685,http://www.ebi.ac.uk/efo/EFO_0000685,0.7448630176274016
ukb-b-8517,"Non-cancer illness code, self-reported: urinary frequency / incontinence",Urinary incontinence,HP:0000020,http://purl.obolibrary.org/obo/HP_0000020,0.6058926158901303
finn-b-GOUT_KIDNEY,Gout due to impairment of renal function,functional impairment measurement,EFO:0005412,http://www.ebi.ac.uk/efo/EFO_0005412,0.6598615503610842
finn-b-M13_BURSITISHIPOTH,Other bursitis of hip,bursitis,MONDO:0002471,http://purl.obolibrary.org/obo/MONDO_0002471,0.8251296904770558
ukb-e-244_CSA,Hypothyroidism,hypothyroidism,EFO:0004705,http://www.ebi.ac.uk/efo/EFO_0004705,0.9903047408462557
finn-b-CD2_BENIGN_INTRATHORACIC,Benign neoplasm of other and unspecified intrathoracic organs,thoracic benign neoplasm,MONDO:0000634,http://purl.obolibrary.org/obo/MONDO_0000634,0.7795891882108323
finn-b-I9_ARTEMBTHR_EXNONE,Arterial embolism and thrombosis (no controls excluded),Thromboembolism,HP:0001907,http://purl.obolibrary.org/obo/HP_0001907,0.8327702164150785
ukb-e-21000_p16_EAS,Ethnic background,ethnic group,EFO:0001799,http://www.ebi.ac.uk/efo/EFO_0001799,0.6379151379563026
ukb-b-1234,Doctor diagnosed chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.7823174772950122
finn-b-F5_PERSMOOD,Persistent mood disorders,dysthymic disorder,EFO:0008623,http://www.ebi.ac.uk/efo/EFO_0008623,0.8437093289176588
ukb-e-30280_EAS,Immature reticulocyte fraction,Immature Reticulocyte Fraction Measurement,EFO:0009253,http://www.ebi.ac.uk/efo/EFO_0009253,0.9945885766479784
ukb-e-3077_EAS,Seating box height,body height,EFO:0004339,http://www.ebi.ac.uk/efo/EFO_0004339,0.6448861825030572
finn-b-CHOLELITH_BROAD,"Cholelithiasis, broad definition with cholecystitis",cholelithiasis,EFO:0004799,http://www.ebi.ac.uk/efo/EFO_0004799,0.7412646304936137
ukb-d-1707_1,Handedness (chirality/laterality): Right-handed,handedness,EFO:0009902,http://www.ebi.ac.uk/efo/EFO_0009902,0.648129016824706
ukb-e-135_EAS,Number of self-reported non-cancer illnesses,"number of non-cancer illnesses, self-reported",EFO:0009801,http://www.ebi.ac.uk/efo/EFO_0009801,0.8120778659678914
ukb-e-20003_p33_AFR,Treatment/medication code,treatment,EFO:0000727,http://www.ebi.ac.uk/efo/EFO_0000727,0.6440086730012717
ukb-e-4537_AFR,Work/job satisfaction,job satisfaction measurement,EFO:0009723,http://www.ebi.ac.uk/efo/EFO_0009723,0.9008356280372443
ukb-b-8210,"Non-cancer illness code, self-reported: crohns disease",Crohn's disease,EFO:0000384,http://www.ebi.ac.uk/efo/EFO_0000384,0.6253562434778108
finn-b-P16_RESPI_DISTR_NEWBO,Respiratory distress of newborn,newborn respiratory distress syndrome,EFO:1000644,http://www.ebi.ac.uk/efo/EFO_1000644,0.9532857297012317
finn-b-D3_KELA_IMMUDEF,Kela reimbursement Agammaglobulinemia (D80-84),Agammaglobulinemia,ORPHANET.ORDO:183669,http://www.orpha.net/ORDO/Orphanet_183669,0.6421108019387083
finn-b-I9_HYPTENSRD,Hypertensive Renal Disease,hypertensive nephropathy,MONDO:0024633,http://purl.obolibrary.org/obo/MONDO_0024633,0.987092563871775
finn-b-D3_IMMUDEFANTIBODY,Immunodeficiency with predominantly antibody defects,Other immunodeficiency syndrome with predominantly antibody defects,ORPHANET.ORDO:331244,http://www.orpha.net/ORDO/Orphanet_331244,0.9124465226411116
finn-b-Z21_PREGNAC_EXAM_TEST,Pregnancy examination and test,pregnancy test,EFO:0009643,http://www.ebi.ac.uk/efo/EFO_0009643,0.7350582285235554
finn-b-OSTPOPATFRCTURE_POSTEMENO,Postmenopausal osteoporosis with pathological fracture,postmenopausal osteoporosis,EFO:0003854,http://www.ebi.ac.uk/efo/EFO_0003854,0.7575932313617734
ukb-e-521_AFR,Diseases of hard tissues of teeth,tooth hard tissue disease,MONDO:0002220,http://purl.obolibrary.org/obo/MONDO_0002220,0.8866979922080049
finn-b-E4_GOITREMULTINOD,Nontoxic multinodular goitre,multinodular goiter,MONDO:0000334,http://purl.obolibrary.org/obo/MONDO_0000334,0.7375420925295815
finn-b-J10_PULMEOS,"Pulmonary eosinophilia, not elsewhere classified",eosinophilic pneumonia,EFO:0007257,http://www.ebi.ac.uk/efo/EFO_0007257,0.9914298879978669
ukb-b-15686,"Diagnoses - secondary ICD10: I20.9 Angina pectoris, unspecified",angina pectoris,EFO:0003913,http://www.ebi.ac.uk/efo/EFO_0003913,0.6071351111302538
ukb-e-4803_AFR,Tinnitus,Tinnitus,HP:0000360,http://purl.obolibrary.org/obo/HP_0000360,0.9962437061879168
ukb-b-18157,Type of cancer: ICD10: C56 Malignant neoplasm of ovary,ovarian cancer,MONDO:0008170,http://purl.obolibrary.org/obo/MONDO_0008170,0.731392693548675
finn-b-D3_EOSINOPHILIA,Eosinophilia,Eosinophilia,HP:0001880,http://purl.obolibrary.org/obo/HP_0001880,0.9874497304143471
ukb-e-5257_AFR,Corneal resistance factor (right),corneal resistance factor,EFO:0010067,http://www.ebi.ac.uk/efo/EFO_0010067,0.8858584777050516
ukb-b-13447,"Non-cancer illness code, self-reported: chronic obstructive airways disease/copd",chronic obstructive pulmonary disease,EFO:0000341,http://www.ebi.ac.uk/efo/EFO_0000341,0.7497085510389832
ukb-e-135_CSA,Number of self-reported non-cancer illnesses,"number of non-cancer illnesses, self-reported",EFO:0009801,http://www.ebi.ac.uk/efo/EFO_0009801,0.8120778659678914
ukb-e-F17_CSA,F17 Mental and behavioural disorders due to use of tobacco,mental or behavioural disorder,EFO:0000677,http://www.ebi.ac.uk/efo/EFO_0000677,0.6421492004711996
ukb-e-480_AFR,Pneumonia,pneumonia,EFO:0003106,http://www.ebi.ac.uk/efo/EFO_0003106,0.993460952844212
finn-b-R18_COUGH,Cough,Cough,HP:0012735,http://purl.obolibrary.org/obo/HP_0012735,0.9965735607767584
finn-b-L12_PRURITUS,Pruritus,Pruritus,HP:0000989,http://purl.obolibrary.org/obo/HP_0000989,0.9940977326797165
